stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
opengl   D         extensions.c:302  load_extension                   [   0.32163] glGetVertexAttribfvNV successfully loaded (0x7f39a4f362e0)
opengl   D         extensions.c:302  load_extension                   [   0.32164] glGetVertexAttribivNV successfully loaded (0x7f39a4f36300)
opengl   D         extensions.c:302  load_extension                   [   0.32164] glGetVertexAttribPointervNV successfully loaded (0x7f39a4f313a0)
opengl   D         extensions.c:302  load_extension                   [   0.32164] glIsProgramNV successfully loaded (0x7f39a4f323a0)
opengl   D         extensions.c:302  load_extension                   [   0.32164] glLoadProgramNV successfully loaded (0x7f39a4f36320)
opengl   D         extensions.c:302  load_extension                   [   0.32165] glProgramParameter4dNV successfully loaded (0x7f39a4f323c0)
opengl   D         extensions.c:302  load_extension                   [   0.32165] glProgramParameter4dvNV successfully loaded (0x7f39a4f323e0)
opengl   D         extensions.c:302  load_extension                   [   0.32165] glProgramParameter4fNV successfully loaded (0x7f39a4f32400)
opengl   D         extensions.c:302  load_extension                   [   0.32165] glProgramParameter4fvNV successfully loaded (0x7f39a4f32420)
opengl   D         extensions.c:302  load_extension                   [   0.32166] glProgramParameters4dvNV successfully loaded (0x7f39a4f36340)
opengl   D         extensions.c:302  load_extension                   [   0.32166] glProgramParameters4fvNV successfully loaded (0x7f39a4f36360)
opengl   D         extensions.c:302  load_extension                   [   0.32166] glRequestResidentProgramsNV successfully loaded (0x7f39a4f36380)
opengl   D         extensions.c:302  load_extension                   [   0.32167] glTrackMatrixNV successfully loaded (0x7f39a4f363a0)
opengl   D         extensions.c:302  load_extension                   [   0.32167] glVertexAttribPointerNV successfully loaded (0x7f39a4f36700)
opengl   D         extensions.c:302  load_extension                   [   0.32168] glVertexAttrib1dNV successfully loaded (0x7f39a4f363c0)
opengl   D         extensions.c:302  load_extension                   [   0.32168] glVertexAttrib1dvNV successfully loaded (0x7f39a4f363e0)
opengl   D         extensions.c:302  load_extension                   [   0.32169] glVertexAttrib1fNV successfully loaded (0x7f39a4f36400)
opengl   D         extensions.c:302  load_extension                   [   0.32169] glVertexAttrib1fvNV successfully loaded (0x7f39a4f36420)
opengl   D         extensions.c:302  load_extension                   [   0.32169] glVertexAttrib1sNV successfully loaded (0x7f39a4f36440)
opengl   D         extensions.c:302  load_extension                   [   0.32170] glVertexAttrib1svNV successfully loaded (0x7f39a4f36460)
opengl   D         extensions.c:302  load_extension                   [   0.32170] glVertexAttrib2dNV successfully loaded (0x7f39a4f36480)
opengl   D         extensions.c:302  load_extension                   [   0.32170] glVertexAttrib2dvNV successfully loaded (0x7f39a4f364a0)
opengl   D         extensions.c:302  load_extension                   [   0.32170] glVertexAttrib2fNV successfully loaded (0x7f39a4f364c0)
opengl   D         extensions.c:302  load_extension                   [   0.32170] glVertexAttrib2fvNV successfully loaded (0x7f39a4f364e0)
opengl   D         extensions.c:302  load_extension                   [   0.32171] glVertexAttrib2sNV successfully loaded (0x7f39a4f36500)
opengl   D         extensions.c:302  load_extension                   [   0.32171] glVertexAttrib2svNV successfully loaded (0x7f39a4f36520)
opengl   D         extensions.c:302  load_extension                   [   0.32171] glVertexAttrib3dNV successfully loaded (0x7f39a4f36540)
opengl   D         extensions.c:302  load_extension                   [   0.32171] glVertexAttrib3dvNV successfully loaded (0x7f39a4f36560)
opengl   D         extensions.c:302  load_extension                   [   0.32172] glVertexAttrib3fNV successfully loaded (0x7f39a4f36580)
opengl   D         extensions.c:302  load_extension                   [   0.32172] glVertexAttrib3fvNV successfully loaded (0x7f39a4f365a0)
opengl   D         extensions.c:302  load_extension                   [   0.32172] glVertexAttrib3sNV successfully loaded (0x7f39a4f365c0)
opengl   D         extensions.c:302  load_extension                   [   0.32172] glVertexAttrib3svNV successfully loaded (0x7f39a4f365e0)
opengl   D         extensions.c:302  load_extension                   [   0.32173] glVertexAttrib4dNV successfully loaded (0x7f39a4f36600)
opengl   D         extensions.c:302  load_extension                   [   0.32173] glVertexAttrib4dvNV successfully loaded (0x7f39a4f36620)
opengl   D         extensions.c:302  load_extension                   [   0.32173] glVertexAttrib4fNV successfully loaded (0x7f39a4f36640)
opengl   D         extensions.c:302  load_extension                   [   0.32173] glVertexAttrib4fvNV successfully loaded (0x7f39a4f36660)
opengl   D         extensions.c:302  load_extension                   [   0.32174] glVertexAttrib4sNV successfully loaded (0x7f39a4f36680)
opengl   D         extensions.c:302  load_extension                   [   0.32174] glVertexAttrib4svNV successfully loaded (0x7f39a4f366a0)
opengl   D         extensions.c:302  load_extension                   [   0.32174] glVertexAttrib4ubNV successfully loaded (0x7f39a4f366c0)
opengl   D         extensions.c:302  load_extension                   [   0.32174] glVertexAttrib4ubvNV successfully loaded (0x7f39a4f366e0)
opengl   D         extensions.c:302  load_extension                   [   0.32175] glVertexAttribs1dvNV successfully loaded (0x7f39a4f36720)
opengl   D         extensions.c:302  load_extension                   [   0.32175] glVertexAttribs1fvNV successfully loaded (0x7f39a4f36740)
opengl   D         extensions.c:302  load_extension                   [   0.32175] glVertexAttribs1svNV successfully loaded (0x7f39a4f36760)
opengl   D         extensions.c:302  load_extension                   [   0.32175] glVertexAttribs2dvNV successfully loaded (0x7f39a4f36780)
opengl   D         extensions.c:302  load_extension                   [   0.32176] glVertexAttribs2fvNV successfully loaded (0x7f39a4f367a0)
opengl   D         extensions.c:302  load_extension                   [   0.32176] glVertexAttribs2svNV successfully loaded (0x7f39a4f367c0)
opengl   D         extensions.c:302  load_extension                   [   0.32176] glVertexAttribs3dvNV successfully loaded (0x7f39a4f367e0)
opengl   D         extensions.c:302  load_extension                   [   0.32176] glVertexAttribs3fvNV successfully loaded (0x7f39a4f36800)
opengl   D         extensions.c:302  load_extension                   [   0.32176] glVertexAttribs3svNV successfully loaded (0x7f39a4f36820)
opengl   D         extensions.c:302  load_extension                   [   0.32177] glVertexAttribs4dvNV successfully loaded (0x7f39a4f36840)
opengl   D         extensions.c:302  load_extension                   [   0.32177] glVertexAttribs4fvNV successfully loaded (0x7f39a4f36860)
opengl   D         extensions.c:302  load_extension                   [   0.32177] glVertexAttribs4svNV successfully loaded (0x7f39a4f36880)
opengl   D         extensions.c:302  load_extension                   [   0.32177] glVertexAttribs4ubvNV successfully loaded (0x7f39a4f368a0)
opengl   D         extensions.c:302  load_extension                   [   0.32178] glTexBumpParameterivATI successfully loaded (0x7f39a4f36920)
opengl   D         extensions.c:302  load_extension                   [   0.32178] glTexBumpParameterfvATI successfully loaded (0x7f39a4f36900)
opengl   D         extensions.c:302  load_extension                   [   0.32178] glGetTexBumpParameterivATI successfully loaded (0x7f39a4f368e0)
opengl   D         extensions.c:302  load_extension                   [   0.32178] glGetTexBumpParameterfvATI successfully loaded (0x7f39a4f368c0)
opengl   D         extensions.c:302  load_extension                   [   0.32178] glGenFragmentShadersATI successfully loaded (0x7f39a4f36a80)
opengl   D         extensions.c:302  load_extension                   [   0.32179] glBindFragmentShaderATI successfully loaded (0x7f39a4f369c0)
opengl   D         extensions.c:302  load_extension                   [   0.32179] glDeleteFragmentShaderATI successfully loaded (0x7f39a4f36a40)
opengl   D         extensions.c:302  load_extension                   [   0.32179] glBeginFragmentShaderATI successfully loaded (0x7f39a4f369a0)
opengl   D         extensions.c:302  load_extension                   [   0.32182] glEndFragmentShaderATI successfully loaded (0x7f39a4f36a60)
opengl   D         extensions.c:302  load_extension                   [   0.32182] glPassTexCoordATI successfully loaded (0x7f39a4f36aa0)
opengl   D         extensions.c:302  load_extension                   [   0.32183] glSampleMapATI successfully loaded (0x7f39a4f36ac0)
opengl   D         extensions.c:302  load_extension                   [   0.32183] glColorFragmentOp1ATI successfully loaded (0x7f39a4f369e0)
opengl   D         extensions.c:302  load_extension                   [   0.32184] glColorFragmentOp2ATI successfully loaded (0x7f39a4f36a00)
opengl   D         extensions.c:302  load_extension                   [   0.32184] glColorFragmentOp3ATI successfully loaded (0x7f39a4f36a20)
opengl   D         extensions.c:302  load_extension                   [   0.32184] glAlphaFragmentOp1ATI successfully loaded (0x7f39a4f36940)
opengl   D         extensions.c:302  load_extension                   [   0.32184] glAlphaFragmentOp2ATI successfully loaded (0x7f39a4f36960)
opengl   D         extensions.c:302  load_extension                   [   0.32185] glAlphaFragmentOp3ATI successfully loaded (0x7f39a4f36980)
opengl   D         extensions.c:302  load_extension                   [   0.32185] glSetFragmentShaderConstantATI successfully loaded (0x7f39a4f36ae0)
opengl   D         extensions.c:302  load_extension                   [   0.32185] glPNTrianglesiATI successfully loaded (0x7f39add72fa0)
opengl   D         extensions.c:302  load_extension                   [   0.32186] glPNTrianglesfATI successfully loaded (0x7f39add72fb0)
opengl   D         extensions.c:302  load_extension                   [   0.32186] glNewObjectBufferATI successfully loaded (0x7f39add72fc0)
opengl   D         extensions.c:302  load_extension                   [   0.32187] glIsObjectBufferATI successfully loaded (0x7f39add72fd0)
opengl   D         extensions.c:302  load_extension                   [   0.32188] glUpdateObjectBufferATI successfully loaded (0x7f39add72fe0)
opengl   D         extensions.c:302  load_extension                   [   0.32209] glPointParameteriNV successfully loaded (0x7f39a4f30a20)
opengl   D         extensions.c:302  load_extension                   [   0.32210] glPointParameterivNV successfully loaded (0x7f39a4f30a40)
opengl   D         extensions.c:302  load_extension                   [   0.32210] glActiveStencilFaceEXT successfully loaded (0x7f39a4f36b40)
opengl   D         extensions.c:302  load_extension                   [   0.32212] glBindVertexArrayAPPLE successfully loaded (0x7f39a4f36b60)
opengl   D         extensions.c:302  load_extension                   [   0.32212] glDeleteVertexArraysAPPLE successfully loaded (0x7f39a4f32a40)
opengl   D         extensions.c:302  load_extension                   [   0.32213] glGenVertexArraysAPPLE successfully loaded (0x7f39a4f36b80)
opengl   D         extensions.c:302  load_extension                   [   0.32213] glIsVertexArrayAPPLE successfully loaded (0x7f39a4f32a80)
opengl   D         extensions.c:302  load_extension                   [   0.32214] glDrawBuffersATI successfully loaded (0x7f39a4f311e0)
opengl   D         extensions.c:302  load_extension                   [   0.32214] glProgramNamedParameter4fNV successfully loaded (0x7f39a4f36c20)
opengl   D         extensions.c:302  load_extension                   [   0.32214] glProgramNamedParameter4dNV successfully loaded (0x7f39a4f36be0)
opengl   D         extensions.c:302  load_extension                   [   0.32214] glProgramNamedParameter4fvNV successfully loaded (0x7f39a4f36c40)
opengl   D         extensions.c:302  load_extension                   [   0.32215] glProgramNamedParameter4dvNV successfully loaded (0x7f39a4f36c00)
opengl   D         extensions.c:302  load_extension                   [   0.32215] glGetProgramNamedParameterfvNV successfully loaded (0x7f39a4f36bc0)
opengl   D         extensions.c:302  load_extension                   [   0.32215] glGetProgramNamedParameterdvNV successfully loaded (0x7f39a4f36ba0)
opengl   D         extensions.c:302  load_extension                   [   0.32222] glPrimitiveRestartNV successfully loaded (0x7f39a4f36c60)
opengl   D         extensions.c:302  load_extension                   [   0.32223] glPrimitiveRestartIndexNV successfully loaded (0x7f39a4f32180)
opengl   D         extensions.c:302  load_extension                   [   0.32228] glNormal3xOES successfully loaded (0x7f39a4f377c0)
opengl   D         extensions.c:302  load_extension                   [   0.32229] glMultiTexCoord4xOES successfully loaded (0x7f39a4f377a0)
opengl   D         extensions.c:302  load_extension                   [   0.32232] glColor4xOES successfully loaded (0x7f39a4f375c0)
opengl   D         extensions.c:302  load_extension                   [   0.32233] glDepthRangexOES successfully loaded (0x7f39a4f375e0)
opengl   D         extensions.c:302  load_extension                   [   0.32234] glLoadMatrixxOES successfully loaded (0x7f39a4f37720)
opengl   D         extensions.c:302  load_extension                   [   0.32234] glMultMatrixxOES successfully loaded (0x7f39a4f37780)
opengl   D         extensions.c:302  load_extension                   [   0.32234] glRotatexOES successfully loaded (0x7f39a4f37860)
opengl   D         extensions.c:302  load_extension                   [   0.32235] glScalexOES successfully loaded (0x7f39a4f378a0)
opengl   D         extensions.c:302  load_extension                   [   0.32235] glTranslatexOES successfully loaded (0x7f39a4f37920)
opengl   D         extensions.c:302  load_extension                   [   0.32235] glFrustumxOES successfully loaded (0x7f39a4f37660)
opengl   D         extensions.c:302  load_extension                   [   0.32236] glOrthoxOES successfully loaded (0x7f39a4f37800)
opengl   D         extensions.c:302  load_extension                   [   0.32236] glTexGenxOES successfully loaded (0x7f39a4f36ca0)
opengl   D         extensions.c:302  load_extension                   [   0.32236] glTexGenxvOES successfully loaded (0x7f39a4f36cc0)
opengl   D         extensions.c:302  load_extension                   [   0.32236] glGetTexGenxvOES successfully loaded (0x7f39a4f36c80)
opengl   D         extensions.c:302  load_extension                   [   0.32237] glClipPlanexOES successfully loaded (0x7f39a4f37960)
opengl   D         extensions.c:302  load_extension                   [   0.32237] glGetClipPlanexOES successfully loaded (0x7f39a4f379a0)
opengl   D         extensions.c:302  load_extension                   [   0.32238] glMaterialxOES successfully loaded (0x7f39a4f37740)
opengl   D         extensions.c:302  load_extension                   [   0.32238] glMaterialxvOES successfully loaded (0x7f39a4f37760)
opengl   D         extensions.c:302  load_extension                   [   0.32238] glLightxOES successfully loaded (0x7f39a4f376c0)
opengl   D         extensions.c:302  load_extension                   [   0.32239] glLightxvOES successfully loaded (0x7f39a4f376e0)
opengl   D         extensions.c:302  load_extension                   [   0.32239] glLightModelxOES successfully loaded (0x7f39a4f37680)
opengl   D         extensions.c:302  load_extension                   [   0.32239] glLightModelxvOES successfully loaded (0x7f39a4f376a0)
opengl   D         extensions.c:302  load_extension                   [   0.32239] glPointSizexOES successfully loaded (0x7f39a4f37820)
opengl   D         extensions.c:302  load_extension                   [   0.32240] glLineWidthxOES successfully loaded (0x7f39a4f37700)
opengl   D         extensions.c:302  load_extension                   [   0.32240] glPolygonOffsetxOES successfully loaded (0x7f39a4f37840)
opengl   D         extensions.c:302  load_extension                   [   0.32242] glTexParameterxOES successfully loaded (0x7f39a4f37900)
opengl   D         extensions.c:302  load_extension                   [   0.32242] glTexParameterxvOES successfully loaded (0x7f39a4f37aa0)
opengl   D         extensions.c:302  load_extension                   [   0.32242] glGetTexParameterxvOES successfully loaded (0x7f39a4f37a40)
opengl   D         extensions.c:302  load_extension                   [   0.32243] glTexEnvxOES successfully loaded (0x7f39a4f378c0)
opengl   D         extensions.c:302  load_extension                   [   0.32243] glTexEnvxvOES successfully loaded (0x7f39a4f378e0)
opengl   D         extensions.c:302  load_extension                   [   0.32243] glGetTexEnvxvOES successfully loaded (0x7f39a4f37a20)
opengl   D         extensions.c:302  load_extension                   [   0.32243] glFogxOES successfully loaded (0x7f39a4f37600)
opengl   D         extensions.c:302  load_extension                   [   0.32244] glFogxvOES successfully loaded (0x7f39a4f37620)
opengl   D         extensions.c:302  load_extension                   [   0.32244] glAlphaFuncxOES successfully loaded (0x7f39a4f37560)
opengl   D         extensions.c:302  load_extension                   [   0.32245] glClearColorxOES successfully loaded (0x7f39a4f37580)
opengl   D         extensions.c:302  load_extension                   [   0.32245] glClearDepthxOES successfully loaded (0x7f39a4f375a0)
opengl   D         extensions.c:302  load_extension                   [   0.32247] glGetFixedvOES successfully loaded (0x7f39a4f379c0)
opengl   D         extensions.c:302  load_extension                   [   0.32247] glDepthRangefOES successfully loaded (0x7f39a4f33a80)
opengl   D         extensions.c:302  load_extension                   [   0.32247] glFrustumfOES successfully loaded (0x7f39a4f37640)
opengl   D         extensions.c:302  load_extension                   [   0.32248] glOrthofOES successfully loaded (0x7f39a4f377e0)
opengl   D         extensions.c:302  load_extension                   [   0.32248] glClipPlanefOES successfully loaded (0x7f39a4f37940)
opengl   D         extensions.c:302  load_extension                   [   0.32248] glGetClipPlanefOES successfully loaded (0x7f39a4f37980)
opengl   D         extensions.c:302  load_extension                   [   0.32248] glClearDepthfOES successfully loaded (0x7f39a4f33a60)
opengl   D         extensions.c:302  load_extension                   [   0.32248] glQueryMatrixxOES successfully loaded (0x7f39a4f355a0)
opengl   D         extensions.c:302  load_extension                   [   0.32249] glDepthBoundsEXT successfully loaded (0x7f39a4f36ce0)
opengl   D         extensions.c:302  load_extension                   [   0.32249] glBlendEquationSeparateEXT successfully loaded (0x7f39a4f310e0)
opengl   D         extensions.c:302  load_extension                   [   0.32249] glIsRenderbufferEXT successfully loaded (0x7f39a4f32980)
opengl   D         extensions.c:302  load_extension                   [   0.32249] glBindRenderbufferEXT successfully loaded (0x7f39a4f36d20)
opengl   D         extensions.c:302  load_extension                   [   0.32250] glDeleteRenderbuffersEXT successfully loaded (0x7f39a4f32800)
opengl   D         extensions.c:302  load_extension                   [   0.32250] glGenRenderbuffersEXT successfully loaded (0x7f39a4f328e0)
opengl   D         extensions.c:302  load_extension                   [   0.32250] glRenderbufferStorageEXT successfully loaded (0x7f39a4f329a0)
opengl   D         extensions.c:302  load_extension                   [   0.32250] glGetRenderbufferParameterivEXT successfully loaded (0x7f39a4f32940)
opengl   D         extensions.c:302  load_extension                   [   0.32251] glIsFramebufferEXT successfully loaded (0x7f39a4f32960)
opengl   D         extensions.c:302  load_extension                   [   0.32251] glBindFramebufferEXT successfully loaded (0x7f39a4f36d00)
opengl   D         extensions.c:302  load_extension                   [   0.32251] glDeleteFramebuffersEXT successfully loaded (0x7f39a4f327e0)
opengl   D         extensions.c:302  load_extension                   [   0.32251] glGenFramebuffersEXT successfully loaded (0x7f39a4f328c0)
opengl   D         extensions.c:302  load_extension                   [   0.32252] glCheckFramebufferStatusEXT successfully loaded (0x7f39a4f327c0)
opengl   D         extensions.c:302  load_extension                   [   0.32252] glFramebufferTexture1DEXT successfully loaded (0x7f39a4f32840)
opengl   D         extensions.c:302  load_extension                   [   0.32252] glFramebufferTexture2DEXT successfully loaded (0x7f39a4f32860)
opengl   D         extensions.c:302  load_extension                   [   0.32252] glFramebufferTexture3DEXT successfully loaded (0x7f39a4f32880)
opengl   D         extensions.c:302  load_extension                   [   0.32253] glFramebufferRenderbufferEXT successfully loaded (0x7f39a4f32820)
opengl   D         extensions.c:302  load_extension                   [   0.32253] glGetFramebufferAttachmentParameterivEXT successfully loaded (0x7f39a4f32920)
opengl   D         extensions.c:302  load_extension                   [   0.32253] glGenerateMipmapEXT successfully loaded (0x7f39a4f32900)
opengl   D         extensions.c:302  load_extension                   [   0.32253] glStringMarkerGREMEDY successfully loaded (0x7f39a4f36d40)
opengl   D         extensions.c:302  load_extension                   [   0.32254] glBlitFramebufferEXT successfully loaded (0x7f39a4f327a0)
opengl   D         extensions.c:302  load_extension                   [   0.32254] glRenderbufferStorageMultisampleEXT successfully loaded (0x7f39a4f329c0)
opengl   D         extensions.c:302  load_extension                   [   0.32254] glGetQueryObjecti64vEXT successfully loaded (0x7f39a4f33020)
opengl   D         extensions.c:302  load_extension                   [   0.32254] glGetQueryObjectui64vEXT successfully loaded (0x7f39a4f33040)
opengl   D         extensions.c:302  load_extension                   [   0.32255] glProgramEnvParameters4fvEXT successfully loaded (0x7f39a4f374e0)
opengl   D         extensions.c:302  load_extension                   [   0.32255] glProgramLocalParameters4fvEXT successfully loaded (0x7f39a4f37500)
opengl   D         extensions.c:302  load_extension                   [   0.32255] glBufferParameteriAPPLE successfully loaded (0x7f39a4f36d60)
opengl   D         extensions.c:302  load_extension                   [   0.32255] glFlushMappedBufferRangeAPPLE successfully loaded (0x7f39a4f36d80)
opengl   D         extensions.c:302  load_extension                   [   0.32256] glColorMaskIndexedEXT successfully loaded (0x7f39a4f31d40)
opengl   D         extensions.c:302  load_extension                   [   0.32256] glGetBooleanIndexedvEXT successfully loaded (0x7f39a4f31de0)
opengl   D         extensions.c:302  load_extension                   [   0.32256] glGetIntegerIndexedvEXT successfully loaded (0x7f39a4f31e20)
opengl   D         extensions.c:302  load_extension                   [   0.32257] glEnableIndexedEXT successfully loaded (0x7f39a4f31d80)
opengl   D         extensions.c:302  load_extension                   [   0.32257] glDisableIndexedEXT successfully loaded (0x7f39a4f31d60)
opengl   D         extensions.c:302  load_extension                   [   0.32257] glIsEnabledIndexedEXT successfully loaded (0x7f39a4f31f20)
opengl   D         extensions.c:302  load_extension                   [   0.32257] glDrawArraysInstancedEXT successfully loaded (0x7f39a4f32720)
opengl   D         extensions.c:302  load_extension                   [   0.32258] glDrawElementsInstancedEXT successfully loaded (0x7f39a4f32740)
opengl   D         extensions.c:302  load_extension                   [   0.32258] glProgramParameteriEXT successfully loaded (0x7f39a4f33b40)
opengl   D         extensions.c:302  load_extension                   [   0.32258] glFramebufferTextureEXT successfully loaded (0x7f39a4f321c0)
opengl   D         extensions.c:302  load_extension                   [   0.32259] glVertexAttribI1iEXT successfully loaded (0x7f39a4f36da0)
opengl   D         extensions.c:302  load_extension                   [   0.32259] glVertexAttribI2iEXT successfully loaded (0x7f39a4f36de0)
opengl   D         extensions.c:302  load_extension                   [   0.32259] glVertexAttribI3iEXT successfully loaded (0x7f39a4f36e60)
opengl   D         extensions.c:302  load_extension                   [   0.32260] glVertexAttribI4iEXT successfully loaded (0x7f39a4f36ee0)
opengl   D         extensions.c:302  load_extension                   [   0.32260] glVertexAttribI1uiEXT successfully loaded (0x7f39a4f36dc0)
opengl   D         extensions.c:302  load_extension                   [   0.32260] glVertexAttribI2uiEXT successfully loaded (0x7f39a4f36e20)
opengl   D         extensions.c:302  load_extension                   [   0.32260] glVertexAttribI3uiEXT successfully loaded (0x7f39a4f36ea0)
opengl   D         extensions.c:302  load_extension                   [   0.32260] glVertexAttribI4uiEXT successfully loaded (0x7f39a4f36f20)
opengl   D         extensions.c:302  load_extension                   [   0.32261] glVertexAttribI1ivEXT successfully loaded (0x7f39a4f320a0)
opengl   D         extensions.c:302  load_extension                   [   0.32261] glVertexAttribI2ivEXT successfully loaded (0x7f39a4f36e00)
opengl   D         extensions.c:302  load_extension                   [   0.32261] glVertexAttribI3ivEXT successfully loaded (0x7f39a4f36e80)
opengl   D         extensions.c:302  load_extension                   [   0.32261] glVertexAttribI4ivEXT successfully loaded (0x7f39a4f36f00)
opengl   D         extensions.c:302  load_extension                   [   0.32262] glVertexAttribI1uivEXT successfully loaded (0x7f39a4f320c0)
opengl   D         extensions.c:302  load_extension                   [   0.32262] glVertexAttribI2uivEXT successfully loaded (0x7f39a4f36e40)
opengl   D         extensions.c:302  load_extension                   [   0.32262] glVertexAttribI3uivEXT successfully loaded (0x7f39a4f36ec0)
opengl   D         extensions.c:302  load_extension                   [   0.32262] glVertexAttribI4uivEXT successfully loaded (0x7f39a4f36f40)
opengl   D         extensions.c:302  load_extension                   [   0.32263] glVertexAttribI4bvEXT successfully loaded (0x7f39a4f320e0)
opengl   D         extensions.c:302  load_extension                   [   0.32263] glVertexAttribI4svEXT successfully loaded (0x7f39a4f32100)
opengl   D         extensions.c:302  load_extension                   [   0.32263] glVertexAttribI4ubvEXT successfully loaded (0x7f39a4f32120)
opengl   D         extensions.c:302  load_extension                   [   0.32263] glVertexAttribI4usvEXT successfully loaded (0x7f39a4f32140)
opengl   D         extensions.c:302  load_extension                   [   0.32264] glVertexAttribIPointerEXT successfully loaded (0x7f39a4f32160)
opengl   D         extensions.c:302  load_extension                   [   0.32264] glGetVertexAttribIivEXT successfully loaded (0x7f39a4f31ee0)
opengl   D         extensions.c:302  load_extension                   [   0.32264] glGetVertexAttribIuivEXT successfully loaded (0x7f39a4f31f00)
opengl   D         extensions.c:302  load_extension                   [   0.32264] glUniform1uiEXT successfully loaded (0x7f39a4f31fa0)
opengl   D         extensions.c:302  load_extension                   [   0.32264] glUniform2uiEXT successfully loaded (0x7f39a4f31fe0)
opengl   D         extensions.c:302  load_extension                   [   0.32265] glUniform3uiEXT successfully loaded (0x7f39a4f32020)
opengl   D         extensions.c:302  load_extension                   [   0.32265] glUniform4uiEXT successfully loaded (0x7f39a4f32060)
opengl   D         extensions.c:302  load_extension                   [   0.32265] glUniform1uivEXT successfully loaded (0x7f39a4f31fc0)
opengl   D         extensions.c:302  load_extension                   [   0.32265] glUniform2uivEXT successfully loaded (0x7f39a4f32000)
opengl   D         extensions.c:302  load_extension                   [   0.32266] glUniform3uivEXT successfully loaded (0x7f39a4f32040)
opengl   D         extensions.c:302  load_extension                   [   0.32266] glUniform4uivEXT successfully loaded (0x7f39a4f32080)
opengl   D         extensions.c:302  load_extension                   [   0.32266] glGetUniformuivEXT successfully loaded (0x7f39a4f31ec0)
opengl   D         extensions.c:302  load_extension                   [   0.32266] glBindFragDataLocationEXT successfully loaded (0x7f39a4f31c80)
opengl   D         extensions.c:302  load_extension                   [   0.32267] glGetFragDataLocationEXT successfully loaded (0x7f39a4f31e00)
opengl   D         extensions.c:302  load_extension                   [   0.32267] glFramebufferTextureLayerEXT successfully loaded (0x7f39a4f328a0)
opengl   D         extensions.c:302  load_extension                   [   0.32267] glTexBufferEXT successfully loaded (0x7f39a4f321a0)
opengl   D         extensions.c:302  load_extension                   [   0.32272] glBeginConditionalRenderNV successfully loaded (0x7f39a4f31c00)
opengl   D         extensions.c:302  load_extension                   [   0.32272] glEndConditionalRenderNV successfully loaded (0x7f39a4f31da0)
opengl   D         extensions.c:302  load_extension                   [   0.32273] glBeginTransformFeedbackEXT successfully loaded (0x7f39a4f31c20)
opengl   D         extensions.c:302  load_extension                   [   0.32273] glEndTransformFeedbackEXT successfully loaded (0x7f39a4f31dc0)
opengl   D         extensions.c:302  load_extension                   [   0.32273] glBindBufferRangeEXT successfully loaded (0x7f39a4f31c60)
opengl   D         extensions.c:302  load_extension                   [   0.32273] glBindBufferOffsetEXT successfully loaded (0x7f39a4f36fa0)
opengl   D         extensions.c:302  load_extension                   [   0.32274] glBindBufferBaseEXT successfully loaded (0x7f39a4f31c40)
opengl   D         extensions.c:302  load_extension                   [   0.32274] glTransformFeedbackVaryingsEXT successfully loaded (0x7f39a4f31f80)
opengl   D         extensions.c:302  load_extension                   [   0.32274] glGetTransformFeedbackVaryingEXT successfully loaded (0x7f39a4f31ea0)
opengl   D         extensions.c:302  load_extension                   [   0.32292] glProgramUniform1fEXT successfully loaded (0x7f39a4f35840)
opengl   D         extensions.c:302  load_extension                   [   0.32292] glProgramUniform2fEXT successfully loaded (0x7f39a4f35940)
opengl   D         extensions.c:302  load_extension                   [   0.32293] glProgramUniform3fEXT successfully loaded (0x7f39a4f35a40)
opengl   D         extensions.c:302  load_extension                   [   0.32293] glProgramUniform4fEXT successfully loaded (0x7f39a4f35b40)
opengl   D         extensions.c:302  load_extension                   [   0.32293] glProgramUniform1iEXT successfully loaded (0x7f39a4f35880)
opengl   D         extensions.c:302  load_extension                   [   0.32293] glProgramUniform2iEXT successfully loaded (0x7f39a4f35980)
opengl   D         extensions.c:302  load_extension                   [   0.32294] glProgramUniform3iEXT successfully loaded (0x7f39a4f35a80)
opengl   D         extensions.c:302  load_extension                   [   0.32294] glProgramUniform4iEXT successfully loaded (0x7f39a4f35b80)
opengl   D         extensions.c:302  load_extension                   [   0.32294] glProgramUniform1fvEXT successfully loaded (0x7f39a4f35860)
opengl   D         extensions.c:302  load_extension                   [   0.32294] glProgramUniform2fvEXT successfully loaded (0x7f39a4f35960)
opengl   D         extensions.c:302  load_extension                   [   0.32294] glProgramUniform3fvEXT successfully loaded (0x7f39a4f35a60)
opengl   D         extensions.c:302  load_extension                   [   0.32295] glProgramUniform4fvEXT successfully loaded (0x7f39a4f35b60)
